token,count,len,noise_reason,label,review_flag,document_support,candidate_source,extra_filter_reason,candidate_status
ndave,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndazoona,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndazviona,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndeapi,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndebele,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndebvu,4,6,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
ndedze,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndega,8,5,,shona_candidate,,8,deterministic,already_in_base_lexicon,already_in_base_lexicon
ndege,8,5,,shona_candidate,,8,deterministic,already_in_base_lexicon,already_in_base_lexicon
ndeipi,14,6,,shona_candidate,,14,deterministic,,candidate_missing_from_base_lexicon
ndekupi,8,7,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
ndenge,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndere,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nderekuti,4,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndeupi,9,6,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
ndewe,7,5,,shona_candidate,,7,deterministic,already_in_base_lexicon,already_in_base_lexicon
ndewekushaya,4,12,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndeyako,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndeye,14,5,,shona_candidate,,14,deterministic,,candidate_missing_from_base_lexicon
ndezve,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndezvenyu,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndezvipi,6,8,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
ndi,27,3,,shona_candidate,,27,deterministic,,candidate_missing_from_base_lexicon
ndiani,32,6,,shona_candidate,,32,deterministic,already_in_base_lexicon,already_in_base_lexicon
ndibaba,9,7,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
ndibatei,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndibatsireiwo,4,13,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndichibva,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndichida,6,8,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
ndichiri,6,8,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
ndichiti,7,8,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
ndichiudza,4,10,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndicho,6,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ndidye,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndidzo,8,6,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
ndiende,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ndiine,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndiite,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndikaita,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndikati,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndiko,31,5,,shona_candidate,,31,deterministic,,candidate_missing_from_base_lexicon
ndikuda,6,7,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
ndikupe,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ndikutengere,3,12,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndikuudze,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndima,7,5,,shona_candidate,,6,deterministic,already_in_base_lexicon,already_in_base_lexicon
ndimai,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndimi,38,5,,shona_candidate,,38,deterministic,,candidate_missing_from_base_lexicon
ndine,42,5,,shona_candidate,,41,deterministic,already_in_base_lexicon,already_in_base_lexicon
ndinenge,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndini,21,5,,shona_candidate,,21,deterministic,,candidate_missing_from_base_lexicon
ndinoda,14,7,,shona_candidate,,14,deterministic,,candidate_missing_from_base_lexicon
ndinofunga,8,10,,shona_candidate,suspected_non_content_seed,8,deterministic,,candidate_missing_from_base_lexicon
ndinogona,5,9,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ndinoita,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndinonzwa,5,9,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ndinoona,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndinotenda,6,10,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
ndinoti,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndinotya,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndinovimba,7,10,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
ndinoziva,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndione,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndipei,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndipeiwo,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndipo,16,5,,shona_candidate,,16,deterministic,,candidate_missing_from_base_lexicon
ndira,3,5,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
ndirikuda,4,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndiro,8,5,,shona_candidate,,8,deterministic,already_in_base_lexicon,already_in_base_lexicon
ndisati,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndisina,11,7,,shona_candidate,,11,deterministic,,candidate_missing_from_base_lexicon
ndisiri,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndisu,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nditore,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndivana,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndive,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndivo,35,5,,shona_candidate,,34,deterministic,,candidate_missing_from_base_lexicon
ndiwe,32,5,,shona_candidate,,32,deterministic,,candidate_missing_from_base_lexicon
ndiyani,8,7,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
ndizvo,23,6,,shona_candidate,,22,deterministic,,candidate_missing_from_base_lexicon
ndizvozvo,6,9,,shona_candidate,,6,deterministic,already_in_base_lexicon,already_in_base_lexicon
ndo,13,3,,shona_candidate,,13,deterministic,,candidate_missing_from_base_lexicon
ndobva,12,6,,shona_candidate,,11,deterministic,,candidate_missing_from_base_lexicon
ndoda,29,5,,shona_candidate,,28,deterministic,,candidate_missing_from_base_lexicon
ndofunga,10,8,,shona_candidate,suspected_non_content_seed,10,deterministic,,candidate_missing_from_base_lexicon
ndogara,12,7,,shona_candidate,,12,deterministic,,candidate_missing_from_base_lexicon
ndogona,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndoita,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ndokumbira,4,10,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndokumbirawo,6,12,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
ndokumutsa,5,10,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ndokupa,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndokuti,8,7,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
ndokuwana,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndoo,6,4,,shona_candidate,,6,deterministic,already_in_base_lexicon,already_in_base_lexicon
ndoona,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndopinda,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndosaka,28,7,,shona_candidate,,28,deterministic,,candidate_missing_from_base_lexicon
ndosiya,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndotenga,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ndoti,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndotoda,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ndouya,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ndozvinoita,7,11,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
nebasa,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
neboka,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nebp,3,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nebulawayo,12,10,,shona_candidate,,11,deterministic,,candidate_missing_from_base_lexicon
nebyo,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
necc,3,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nechikoro,4,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nechinhu,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nechirungu,4,10,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nechishanu,5,10,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
nechitatu,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nechokwadi,5,10,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
nedombo,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nedzimba,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
neguta,3,6,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
nehama,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nehanda,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
nehanzvadzi,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
neharare,12,8,,shona_candidate,,12,deterministic,,candidate_missing_from_base_lexicon
nehofisi,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nehondo,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nehope,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nei,13,3,english_frequency,noise_rule,,13,rag_recovered,,candidate_missing_from_base_lexicon
neimba,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
neimwe,9,6,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
neizvi,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
neka,3,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
neku,6,4,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
nekubva,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nekuda,36,6,,shona_candidate,,36,deterministic,,candidate_missing_from_base_lexicon
nekudya,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nekugadzira,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nekugara,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nekuita,8,7,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
nekunyepa,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nekunze,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nekunzi,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nekuona,3,7,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
nekushanda,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nekushandisa,4,12,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nekushaya,4,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nekutaura,9,9,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
nekutonga,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nekutsvaga,6,10,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
nekutumira,3,10,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
nekuvapa,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nema,54,4,,shona_candidate,,51,deterministic,,candidate_missing_from_base_lexicon
nemabasa,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nemadhara,5,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nemagaro,7,8,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
nemahure,5,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nemakore,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nemaoko,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
nemari,21,6,,shona_candidate,,21,deterministic,,candidate_missing_from_base_lexicon
nemasimba,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nemazai,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nemazuva,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nembudzi,6,8,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
nemhepo,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nemhinduro,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nemhosva,9,8,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
nemi,16,4,,shona_candidate,,15,deterministic,,candidate_missing_from_base_lexicon
nemitengo,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nemombe,6,7,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
nemota,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
nemoyo,6,6,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
nemukadzi,6,9,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
nemukaka,5,8,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
nemukana,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nemukomana,6,10,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
nemukuru,5,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nemunhu,26,7,,shona_candidate,,26,deterministic,,candidate_missing_from_base_lexicon
nemusi,9,6,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
nemusikana,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nemwana,8,7,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
nemweya,6,7,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
nenguva,6,7,,shona_candidate,,6,deterministic,already_in_base_lexicon,already_in_base_lexicon
nenhamo,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nenharo,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nenhema,7,7,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
neni,14,4,,shona_candidate,,14,deterministic,,candidate_missing_from_base_lexicon
nenyama,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nenyaya,15,7,,shona_candidate,,15,deterministic,,candidate_missing_from_base_lexicon
nenyika,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
nenzara,7,7,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
nenzira,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nepamusoro,7,10,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
nephone,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nerimwe,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nerudo,5,6,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
nesadza,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
neshamwari,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
neshungu,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nesimba,4,7,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
nesitiroko,4,10,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nesu,22,4,,shona_candidate,,22,deterministic,,candidate_missing_from_base_lexicon
nethium,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
netsoka,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
neumwe,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
neusd,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nevabereki,4,10,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nevakadzi,6,9,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
nevakomana,6,10,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
nevakuru,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nevamwe,8,7,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
nevana,11,6,,shona_candidate,,10,deterministic,,candidate_missing_from_base_lexicon
nevanhu,17,7,,shona_candidate,,17,deterministic,,candidate_missing_from_base_lexicon
nevarume,7,8,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
nevasikana,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nevasina,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
newe,26,4,,shona_candidate,,25,deterministic,,candidate_missing_from_base_lexicon
newewo,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nezanu,14,6,,shona_candidate,,13,deterministic,,candidate_missing_from_base_lexicon
nezanupf,3,8,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
nezimbabwe,5,10,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
nezuro,20,6,,shona_candidate,,20,deterministic,already_in_base_lexicon,already_in_base_lexicon
nezuva,8,6,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
nezve,9,5,,shona_candidate,,9,deterministic,already_in_base_lexicon,already_in_base_lexicon
nezvei,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
nezvibhorani,4,12,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nezvinhu,8,8,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
nezvisina,5,9,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ngaende,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ngano,3,5,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
ngarire,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ngarivhume,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ngati,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ngavaite,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ngavakwane,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ngavasadaro,4,11,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ngavasiyane,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ngavasiye,5,9,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ngavatye,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
ngazviende,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
ngochani,5,8,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ngoma,8,5,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
ngoni,4,5,,shona_candidate,,2,deterministic,already_in_base_lexicon,already_in_base_lexicon
ngozi,10,5,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
nguo,3,4,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
nguruve,5,7,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
nguva,104,5,,shona_candidate,,92,deterministic,already_in_base_lexicon,already_in_base_lexicon
ngwazi,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nhai,92,4,,shona_candidate,,87,deterministic,,candidate_missing_from_base_lexicon
nhaimi,7,6,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
nhaiwe,8,6,,shona_candidate,suspected_non_content_seed,8,deterministic,,candidate_missing_from_base_lexicon
nhaka,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nhamo,17,5,,shona_candidate,,17,deterministic,already_in_base_lexicon,already_in_base_lexicon
nhanho,3,6,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
nhare,4,5,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
nharo,25,5,,shona_candidate,,25,deterministic,,candidate_missing_from_base_lexicon
nhasi,93,5,,shona_candidate,,90,deterministic,already_in_base_lexicon,already_in_base_lexicon
nhau,4,4,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nhaurirano,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nhema,16,5,,shona_candidate,,16,deterministic,already_in_base_lexicon,already_in_base_lexicon
nhembe,3,6,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
nhengo,11,6,,shona_candidate,,10,deterministic,already_in_base_lexicon,already_in_base_lexicon
nhingi,7,6,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
nhiyo,4,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nhumbu,9,6,,shona_candidate,,9,deterministic,already_in_base_lexicon,already_in_base_lexicon
nhumwa,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nhy,5,3,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
njanji,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
njere,9,5,,shona_candidate,,7,deterministic,already_in_base_lexicon,already_in_base_lexicon
nkomo,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
noahsark,5,8,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
nokuda,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nokugadzira,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nokuti,10,6,,shona_candidate,,10,deterministic,,candidate_missing_from_base_lexicon
nomumwe,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
norugare,3,8,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
nxa,7,3,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
nxaa,23,4,,shona_candidate,,22,deterministic,,candidate_missing_from_base_lexicon
nyadzi,5,6,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
nyama,131,5,,shona_candidate,,128,deterministic,already_in_base_lexicon,already_in_base_lexicon
nyanga,3,6,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
nyangwe,14,7,,shona_candidate,,14,deterministic,,candidate_missing_from_base_lexicon
nyanzvi,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nyarai,3,6,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
nyarara,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nyasha,10,6,,shona_candidate,,10,deterministic,already_in_base_lexicon,already_in_base_lexicon
nyatsime,7,8,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
nyatso,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nyaya,128,5,,shona_candidate,,120,deterministic,already_in_base_lexicon,already_in_base_lexicon
nyerere,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nyika,101,5,,shona_candidate,,93,deterministic,already_in_base_lexicon,already_in_base_lexicon
nyikainovakwanevenevayo,4,23,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
nyoka,4,5,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
nyora,3,5,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
nyore,11,5,,shona_candidate,,8,deterministic,already_in_base_lexicon,already_in_base_lexicon
nyoro,5,5,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
nyota,4,5,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
nywe,5,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
nzara,63,5,,shona_candidate,,63,deterministic,already_in_base_lexicon,already_in_base_lexicon
nzira,33,5,,shona_candidate,,29,deterministic,already_in_base_lexicon,already_in_base_lexicon
nzungu,3,6,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
nzvimbo,22,7,,shona_candidate,,21,deterministic,already_in_base_lexicon,already_in_base_lexicon
obva,11,4,,shona_candidate,,11,deterministic,,candidate_missing_from_base_lexicon
odha,5,4,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
odzoka,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
oenda,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
oita,5,4,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ongororo,5,8,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
ose,13,3,,shona_candidate,,13,deterministic,,candidate_missing_from_base_lexicon
oskid,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
oti,7,3,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
ouya,4,4,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
pabasa,19,6,,shona_candidate,,18,deterministic,,candidate_missing_from_base_lexicon
pachedu,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
pachena,23,7,,shona_candidate,,23,deterministic,already_in_base_lexicon,already_in_base_lexicon
pachigaro,5,9,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
pachikoro,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
pachinhu,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
pachivanhu,3,10,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
pacho,9,5,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
pachokwadi,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
paden,14,5,,shona_candidate,,13,deterministic,,candidate_missing_from_base_lexicon
padhuze,6,7,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
padivi,4,6,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
